published_date,title,description,book_image,amazon_product_url,age_group,author,book_review_link,contributor,first_chapter_link,price,primary_isbn10,primary_isbn13,publisher,sunday_review_link,weeks_on_list,bestseller_date,list_name,list_name_encoded,display_name
2022-09-28 22:10:24,THE LAST KIDS ON EARTH,Jack and his friends fight for their lives through the zombie apocalypse.,https://storage.googleapis.com/du-prd/books/images/9780425288719.jpg,https://www.amazon.com/Last-Kids-Earth-Nightmare-King/dp/0425288714?tag=NYTBSREV-20,,Max Brallier.,,by Max Brallier. Illustrated by Douglas Holgate,,0.00,0593405234,9780593405239,Viking,,113,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,PERCY JACKSON & THE OLYMPIANS,A boy battles mythological monsters.,https://storage.googleapis.com/du-prd/books/images/9781423131892.jpg,http://www.amazon.com/Titans-Curse-Percy-Jackson-Olympians/dp/1423101480?tag=NYTBSREV-20,,Rick Riordan,,by Rick Riordan,,0.00,1484707230,9781484707234,Disney-Hyperion,https://www.nytimes.com/2009/05/31/books/review/Devereaux-t.html,641,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,WINGS OF FIRE,Only the five dragonets of destiny can unite the seven warring dragon tribes.,https://storage.googleapis.com/du-prd/books/images/9780545349215.jpg,http://www.amazon.com/Wings-Fire-Book-Five-Brightest/dp/0545349222?tag=NYTBSREV-20,,Tui T. Sutherland,,by Tui T. Sutherland,,0.00,0545349230,9780545349239,Scholastic,,183,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,ALCATRAZ VERSUS THE EVIL LIBRARIANS,Alcatraz Smedry battles the Evil Librarians using only his incredible talent for breaking things.,https://storage.googleapis.com/du-prd/books/images/9781250811066.jpg,https://www.amazon.com/dp/1250811066?tag=NYTBSREV-20,,Brandon Sanderson,,by Brandon Sanderson,,0.00,1250811066,9781250811066,Starscape,,1,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:24,A TWISTED TALE,A twist on Disney's greatest tales.,https://storage.googleapis.com/du-prd/books/images/9781484781302.jpg,https://www.amazon.com/Straight-Till-Morning-Twisted-Tale/dp/1484781309?tag=NYTBSREV-20,,Liz Braswell,,by Liz Braswell,,0.00,1368077560,9781368077569,Disney-Hyperion,,15,2022-09-28 22:10:24,Series Books,series-books,Children’s Series
2022-09-28 22:10:25,LONG LIVE THE PUMPKIN QUEEN,"Sally, the new Queen of Halloween Town, must save her town from a sleeping curse.",https://storage.googleapis.com/du-prd/books/images/9781368084383.jpg,https://www.amazon.com/dp/1368069606?tag=NYTBSREV-20,,Shea Ernshaw,,by Shea Ernshaw,,0.00,1368069606,9781368069601,Disney,,8,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,HOCUS POCUS: The Illustrated Novelization,An Illustrated Novelization that retells the story of the film.,https://storage.googleapis.com/du-prd/books/images/9781368076685.jpg,https://www.amazon.com/dp/1368076688?tag=NYTBSREV-20,,A.W. Jantha.,,by A.W. Jantha. Illustrated by Gris Grimly,,0.00,1368076688,9781368076685,Disney,,4,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,DEFEND THE DAWN,Tessa and Corrick set out on a journey to find a new source of the lifesaving elixir Moonflower.,https://storage.googleapis.com/du-prd/books/images/9781547610075.jpg,https://www.amazon.com/dp/1547610077?tag=NYTBSREV-20,,Brigid Kemmerer,,by Brigid Kemmerer,,0.00,1547610077,9781547610075,Bloomsbury,,1,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,THE BALLAD OF NEVER AFTER,"After vowing to never trust the Prince of Hearts again, Evangeline finds that he may be the only one she can trust.",https://storage.googleapis.com/du-prd/books/images/9781250268426.jpg,https://www.amazon.com/dp/1250268427?tag=NYTBSREV-20,,Stephanie Garber,,by Stephanie Garber,,0.00,1250268427,9781250268426,Flatiron,,2,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,THE GIRL IN THE CASTLE,"The lives of two girls named Hannah from different time periods and locations, mysteriously intertwine.",https://storage.googleapis.com/du-prd/books/images/9780316411721.jpg,https://www.amazon.com/dp/0316411728?tag=NYTBSREV-20,,James Patterson and Emily Raymond,,by James Patterson and Emily Raymond,,0.00,0316411728,9780316411721,jimmy patterson,,1,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,ONE OF US IS LYING,"For five students, a detour into detention ends in murder.",https://storage.googleapis.com/du-prd/books/images/9781524714680.jpg,https://www.amazon.com/One-Us-Lying-Karen-McManus/dp/1524714682?tag=NYTBSREV-20,,Karen M. McManus,,by Karen M. McManus,,0.00,1524714682,9781524714680,Delacorte,,243,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,BELLADONNA,Signa Farrow enters an alliance with Death in order to find a killer.,https://storage.googleapis.com/du-prd/books/images/9780316526609.jpg,https://www.amazon.com/dp/0316158232?tag=NYTBSREV-20,,Adalyn Grace,,by Adalyn Grace,,0.00,None,9780316526609,"Little, Brown",,4,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,ONCE UPON A BROKEN HEART,"Evangeline seeks the help of the Prince of Hearts when her love, Luc is bewitched.",https://storage.googleapis.com/du-prd/books/images/9781250268396.jpg,https://www.amazon.com/dp/1250268397?tag=NYTBSREV-20,,Stephanie Garber,,by Stephanie Garber,,0.00,None,9781250880192,Flatiron,,12,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,NOTHING MORE TO TELL,"Brynn investigates the murder of her favorite teacher at Saint Ambrose School, Mr. Larkin.",https://storage.googleapis.com/du-prd/books/images/9780593175903.jpg,https://www.amazon.com/dp/0593175905?tag=NYTBSREV-20,,Karen M. McManus,,by Karen M. McManus,,0.00,0593175905,9780593175903,Delacorte,,4,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
2022-09-28 22:10:25,LIGHTLARK,Every 100 years the island of Lightlark appears and a deadly competition called the Centennial takes place.,https://storage.googleapis.com/du-prd/books/images/9781419760860.jpg,https://www.amazon.com/dp/1419760866?tag=NYTBSREV-20,,Alex Aster,,by Alex Aster,,0.00,1419760866,9781419760860,Amulet,,5,2022-09-28 22:10:25,Young Adult Hardcover,young-adult-hardcover,Young Adult Hardcover
